400000 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: INTL HDQTRS-CENTER OWNED - UNITED STATES
403973 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: SKYONE FEDERAL CREDIT UNION - UNITED STATES
403974 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: SKYONE FEDERAL CREDIT UNION - UNITED STATES
403975 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: TLCU FINANCIAL - UNITED STATES
403976 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: PNC BANK, NATIONAL ASSOCIATION - UNITED STATES
403977 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: DIAMOND VALLEY FEDERAL CREDIT UNION - UNITED STATES
403978 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: VIA CREDIT UNION - UNITED STATES
403979 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FINANCIAL CENTER FIRST CREDIT UNION - UNITED STATES
403980 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WHEAT STATE CREDIT UNION - UNITED STATES
403981 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ABNB FEDERAL CREDIT UNION - UNITED STATES
403982 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: CREDIT UNION 1 - UNITED STATES
403983 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: INDIANA STATE UNIVERSITY FEDERAL CREDIT UNION - UNITED STATES
403984 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ACCESS BANK (KENYA) PLC - KENYA
403985 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST OPTION BANK - UNITED STATES
403986 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: PROFINANCE FEDERAL CREDIT UNION - UNITED STATES
403987 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIVE STAR BANK - UNITED STATES
403988 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: WASATCH PEAKS FEDERAL CREDIT UNION - UNITED STATES
403989 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: MUTUAL SECURITY CREDIT UNION, INC. - UNITED STATES
403990 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: JPMORGAN CHASE BANK N.A. - UNITED STATES
403991 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: AL BILAD BANK - SAUDI ARABIA
403992 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: THE FNB COMMUNITY BANK - UNITED STATES
403993 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: BANK ASIA, LTD. - BANGLADESH
403994 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: PLUS CREDIT UNION - UNITED STATES
403995 - TYPE:  DEBIT  | LEVEL:  PREPAID RELOADABLE  | BANK: METABANK - UNITED STATES
403996 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: AL BILAD BANK - SAUDI ARABIA
403997 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST NATIONAL BANK OF OMAHA - UNITED STATES
403998 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TURKIYE IS BANKASI, A.S. - TURKEY
403999 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: LANCASTER RED ROSE CREDIT UNION - UNITED STATES
404000 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO DO BRASIL, S.A. - BRAZIL
404001 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO DO BRASIL, S.A. - BRAZIL
404002 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO DO BRASIL, S.A. - BRAZIL
404003 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: CITIBANK - UNITED ARAB EMIRATES
404004 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: CRDB BANK, LTD. - TANZANIA, UNITED REPUBLIC OF
404005 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: UNICAJA BANCO, S.A - SPAIN
404006 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: PJSC AVANT BANK - UKRAINE
404007 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: VTB BANK PJSC - RUSSIAN FEDERATION
404008 - TYPE:  DEBIT  | LEVEL:  SIGNATURE  | BANK: LINE BANK TAIWAN, LTD. - TAIWAN, PROVINCE OF CHINA
404009 - TYPE:  DEBIT  | LEVEL:  SIGNATURE  | BANK: NEXT COMMERCIAL BANK CO., LTD. - TAIWAN, PROVINCE OF CHINA
404010 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404011 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO INMOBILIARIO, S.A. - GUATEMALA
404012 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: BANCO INMOBILIARIO, S.A. - GUATEMALA
404013 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404014 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ABILENE TEACHERS FEDERAL CREDIT UNION - UNITED STATES
404015 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BIG SPRING EDUCATION EMPLOYEES FEDERAL CREDIT UNION - UNITED STATES
404016 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SOUTHWEST HERITAGE CREDIT UNION - UNITED STATES
404017 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TEXAS PLAINS FEDERAL CREDIT UNION - UNITED STATES
404018 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TEXAS TELCOM CREDIT UNION - UNITED STATES
404019 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404020 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: JSB PIVDENNYI - UKRAINE
404021 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO PROMERICA, S.A. - EL SALVADOR
404022 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BANCO BBVA ARGENTINA, S.A. - ARGENTINA
404023 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404024 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: NEON PAGAMENTOS, S.A. - BRAZIL
404025 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: NEON PAGAMENTOS, S.A. - BRAZIL
404026 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: COOPERATIVA MBURICAO LTDA. - PARAGUAY
404027 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: GRUPO INTERNACIONAL DE FINANZAS S.A.E.C.A. (GRUPO INTERFISA) - PARAGUAY
404028 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PROMOTORA CMR FALABELLA, S.A. - CHILE
404029 - TYPE:  DEBIT  | LEVEL:  SIGNATURE  | BANK: BANK DHOFAR (S.A.O.G.) - OMAN
404030 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404031 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: GLOBAL PROCESSING, S.A. - ARGENTINA
404032 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: MANULIFE BANK OF CANADA - CANADA
404033 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404034 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO MULTIPLE ADEMI, S.A. - DOMINICAN REPUBLIC
404035 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO MULTIPLE ACTIVO DOMINICANA S.A. - **OFFBOARDING** - DOMINICAN REPUBLIC
404036 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: NOOR BANK PJSC - UNITED ARAB EMIRATES
404037 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404038 - TYPE:  DEBIT  | LEVEL:  PREPAID PURCHASING  | BANK: MVB BANK, INC - UNITED STATES
404039 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: TECU CREDIT UNION - UNITED STATES
404040 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404041 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO DEL PAIS, S.A. - HONDURAS
404042 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO DEL PAIS, S.A. - HONDURAS
404043 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BOK FINANCIAL - UNITED STATES
404044 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BOK FINANCIAL - UNITED STATES
404045 - TYPE:  CREDIT  | LEVEL:  PURCHASING  | BANK: LIANLIAN INTERNATIONAL COMPANY, LTD. - HONG KONG
404046 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: MERIDIAN BANK - UNITED STATES
404047 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CHESAPEAKE BANK - UNITED STATES
404048 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404049 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: TRUSTONE FINANCIAL CREDIT UNION - UNITED STATES
404050 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: CENTRAL ONE FEDERAL CREDIT UNION - UNITED STATES
404051 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: BANCORP BANK - UNITED STATES
404052 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: SAI GON - HA NOI COMMERCIAL JOINT STOCK BANK - VIET NAM
404053 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404054 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404055 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: UNIVERSITY OF KENTUCKY FEDERAL CREDIT UNION - UNITED STATES
404056 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FAMILY 1ST OF TEXAS FEDERAL CREDIT UNION - UNITED STATES
404057 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: POSTAL FAMILY FEDERAL CREDIT UNION - UNITED STATES
404058 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BANCO INDUSTRIAL, S.A. - GUATEMALA
404059 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: AFGHANISTAN INTERNATIONAL BANK - AFGHANISTAN
404060 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST TRUST CREDIT UNION - UNITED STATES
404061 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: TRIANGLE CREDIT UNION - UNITED STATES
404062 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: AMERICAN AIRLINES FEDERAL CREDIT UNION - UNITED STATES
404063 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: AMERICAN AIRLINES FEDERAL CREDIT UNION - UNITED STATES
404064 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ARROWHEAD BANK - UNITED STATES
404065 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404066 - TYPE:  DEBIT  | LEVEL:  PREPAID HEALTHCARE  | BANK: COMMERCE BANCSHARES, INC. - UNITED STATES
404067 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404068 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: MERIDIAN BANK - UNITED STATES
404069 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: THE SOUTH INDIAN BANK, LTD. - INDIA
404070 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: FIRST FEDERAL SAVINGS BANK OF TWIN FALLS - UNITED STATES
404071 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FINANCIERA OH!, S.A. - PERU
404072 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: UNITED ARKANSAS FEDERAL CREDIT UNION - UNITED STATES
404073 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404074 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404075 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: MOUNTAIN STAR FEDERAL CREDIT UNION - UNITED STATES
404076 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: DOCK INSTITUICAO DE PAGAMENTO, S.A. - BRAZIL
404077 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: DOCK INSTITUICAO DE PAGAMENTO, S.A. - BRAZIL
404078 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: METRO BANK - UNITED STATES
404079 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: DOCK SOLUCOES EM MEIOS DE PAGAMENTO S.A - BRAZIL
404080 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: UNION BANK - UNITED STATES
404081 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: VISTA BANK (ROMANIA), S.A. - ROMANIA
404082 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: VISTA BANK (ROMANIA), S.A. - ROMANIA
404083 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BMO HARRIS BANK, N.A. - UNITED STATES
404084 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404085 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: STATE EMPLOYEES CREDIT UNION OF MARYLAND, INC. - UNITED STATES
404086 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404087 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404088 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO MULTIPLE PROMERICA DE LA REPUBLICA DOMINICANA, S.A. - DOMINICAN REPUBLIC
404089 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: COMMUNITY CREDIT UNION - UNITED STATES
404090 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404091 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: WELLS FARGO BANK, N.A. - UNITED STATES
404092 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: MRV BANKS - UNITED STATES
404093 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: BANCO MULTIPLE PROMERICA DE LA REPUBLICA DOMINICANA, S.A. - DOMINICAN REPUBLIC
404094 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: BANCO ATLANTIDA, S.A. - BELIZE
404095 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: PATHWARD, N.A. - UNITED STATES
404096 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO PROMERICA, S.A. - HONDURAS
404097 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: METABANK - UNITED STATES
404098 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: METABANK - UNITED STATES
404099 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: METABANK - UNITED STATES
404100 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: SATHAPANA BANK PLC - CAMBODIA
404101 - TYPE:  CREDIT  | LEVEL:  ELECTRON  | BANK: BANCA MONTE DEI PASCHI DI SIENA S.P.A. - ITALY
404102 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO COOPERATIVO ESPANOL, S.A. - SPAIN
404103 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: BANCO DE LA PRODUCCION, S.A. - NICARAGUA
404104 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO DE LA PRODUCCION, S.A. - NICARAGUA
404105 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: IRAQ NOOR ISLAMIC BANK FOR INVESTMENT AND FINANCE - IRAQ
404106 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA - MADAGASCAR - MADAGASCAR
404107 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: BANCO COOPERATIVO ESPANOL, S.A. - SPAIN
404108 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA - MADAGASCAR - MADAGASCAR
404109 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: BANQUE INTERNATIONALE POUR LE COMMERCE ET L&#039;INDUSTRIE DU SENEGAL - SENEGAL
404110 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SATHAPANA BANK PLC - CAMBODIA
404111 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: PUBLIC JOINT STOCK COMPANY BANK URALSIB - RUSSIAN FEDERATION
404112 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
404113 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: BGFIBANK CAMEROUN - CAMEROON
404114 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: JSB AVANGARD - RUSSIAN FEDERATION
404115 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANK OF AFRICA - MADAGASCAR - MADAGASCAR
404116 - TYPE:  DEBIT  | LEVEL:  PREPAID PURCHASING  | BANK: ALINMA BANK - SAUDI ARABIA
404117 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: AGRICULTURAL BANK OF CHINA - CHINA
404118 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: AGRICULTURAL BANK OF CHINA - CHINA
404119 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: AGRICULTURAL BANK OF CHINA - CHINA
404120 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: AGRICULTURAL BANK OF CHINA - CHINA
404121 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: LOWLAND CREDIT UNION - UNITED STATES
404122 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA - BENIN
404123 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA - BENIN
404124 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: UNITED BANK FOR AFRICA - BENIN - BENIN
404125 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO CETELEM, S.A. - SPAIN
404126 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO CETELEM, S.A. - SPAIN
404127 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO CETELEM, S.A. - SPAIN
404128 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BILLINGS FEDERAL CREDIT UNION - UNITED STATES
404129 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: RESOURCE BANK, NATIONAL ASSOCIATION - UNITED STATES
404130 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: COMMUNITY FIRST CREDIT UNION OF FLORIDA - UNITED STATES
404131 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: MRV BANKS - UNITED STATES
404132 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: COMMUNITY BANK OF OKLAHOMA - UNITED STATES
404133 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: JPMORGAN CHASE BANK N.A. - UNITED STATES
404134 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO BILBAO VIZCAYA ARGENTARIA S.A. (BBVA) - SPAIN
404135 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: ALTYN BANK JSC - KAZAKHSTAN
404136 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: GAZPROMBANK (JOINT-STOCK COMPANY) - RUSSIAN FEDERATION
404137 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: GREATER BANK - A DIVISION OF NEWCASTLE - AUSTRALIA
404138 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK - RUSSIAN FEDERATION
404139 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK - RUSSIAN FEDERATION
404140 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: FONDSERVISBANK - RUSSIAN FEDERATION
404141 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK - RUSSIAN FEDERATION
404142 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: WESTREET FEDERAL CREDIT UNION - UNITED STATES
404143 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: TD BANK USA NORDSTROM - UNITED STATES
404144 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO NACIONAL DE COSTA RICA - COSTA RICA
404145 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO LAFISE BANCENTRO, S.A. - NICARAGUA
404146 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO LAFISE BANCENTRO, S.A. - NICARAGUA
404147 - TYPE:  DEBIT  | LEVEL:  PREPAID RELOADABLE  | BANK: METABANK - UNITED STATES
404148 - TYPE:  DEBIT  | LEVEL:  PREPAID RELOADABLE  | BANK: METABANK - UNITED STATES
404149 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: LOTTE CARD COMPANY, LTD. - KOREA, REPUBLIC OF
404150 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: POWER CREDIT UNION - UNITED STATES
404151 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: JPMORGAN CHASE BANK N.A. - UNITED STATES
404152 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: VIETNAM EXPORT IMPORT COMMERCIAL JOINT-STOCK BANK - VIET NAM
404153 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST NATIONAL BANK OF OKLAHOMA - UNITED STATES
404154 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: FIRST NATIONAL BANK OF OKLAHOMA - UNITED STATES
404155 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO DEL PAIS, S.A. - HONDURAS
404156 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: 
404157 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CHINA CITIC BANK - CHINA
404158 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: CHINA CITIC BANK - CHINA
404159 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: CHINA CITIC BANK - CHINA
404160 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: COMMERCIAL BANK EXPOBANK - RUSSIAN FEDERATION
404161 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: BASE INTERCHANGE SYSTEM ASSOCIATION PUERTO RICO LEAGUE, INC. - PUERTO RICO
404162 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
404163 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: DEUTSCHER SPARKASSEN- UND GIROVERBAND - GERMANY
404164 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
404165 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: SCOTIABANK PERU S.A.A. - PERU
404166 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ABANCA CORPORACION BANCARIA, S.A - SPAIN
404167 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: CAROLINA FOOTHILLS FEDERAL CREDIT UNION - UNITED STATES
404168 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: JPMORGAN CHASE BANK N.A. - UNITED STATES
404169 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: VIETNAM INTERNATIONAL COMMERCIAL JOINT STOCK BANK - VIET NAM
404170 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: JOINT STOCK COMPANY FIRST UKRAINIAN INTERNATIONAL BANK - UKRAINE
404171 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CHINA CITIC BANK - CHINA
404172 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: CHINA CITIC BANK - CHINA
404173 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: CHINA CITIC BANK - CHINA
404174 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: CHINA CITIC BANK - CHINA
404175 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL REWARDS  | BANK: AMERICA&#039;S CREDIT UNION, A FEDERAL CREDIT UNION - UNITED STATES
404176 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: MEGABANK PJSC - UKRAINE
404177 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: SCOTIABANK COLPATRIA S.A - COLOMBIA
404178 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: SCOTIABANK COLPATRIA S.A - COLOMBIA
404179 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANQUE INTERNATIONALE POUR LE COMMERCE, LINDUSTRIE ET LAGRICULTURE DU BURKINA - BURKINA FASO
404180 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: HOME TRUST COMPANY - CANADA
404181 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: HOME TRUST COMPANY - CANADA
404182 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO UNO, S.A. - HONDURAS
404183 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: 
404184 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: VIETNAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE - VIET NAM
404185 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: VIETNAM BANK FOR INDUSTRY AND TRADE - VIET NAM
404186 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: NATIONAL DEVELOPMENT BANK PLC - SRI LANKA
404187 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: NATIONAL DEVELOPMENT BANK PLC - SRI LANKA
404188 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA-BURKINA FASO - BURKINA FASO
404189 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA - MALI - MALI
404190 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: CORIS BANK INTERNATIONAL (CBI) MALI - MALI
404191 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK OF AFRICA-BURKINA FASO - BURKINA FASO
